user_id,signup_date,cohort_month,country,device_type,traffic_source,email_verified,workspace_created,onboarding_completed,first_feature_used,feature_usage_count,total_sessions,login_frequency,avg_session_duration,subscription_type,plan_type,subscription_date,monthly_revenue,retention_days,last_login_date,churn_status,active_status
9915,2025-09-11,2025-09,Germany,Desktop,Referral,False,False,False,,0,0,Rare,64.52,Premium,Pro,2025-11-04,20,45,2026-02-11,Churned,Inactive User
9916,2026-05-03,2026-05,Australia,Mobile,Email Campaign,True,False,False,,0,0,Rare,11.76,Free,Free,,0,34,2026-03-18,Churned,Inactive User
9917,2026-04-03,2026-04,India,Mobile,Referral,True,True,True,Workflow Automation,11,272,Daily,9.98,Free,Free,,0,75,2026-04-24,Active,Active User
9918,2025-06-14,2025-06,USA,Desktop,Organic Search,True,False,False,,0,0,Rare,61.27,Premium,Enterprise,2025-08-07,10,85,2026-05-02,Active,Active User
9919,2025-08-22,2025-08,USA,Mobile,Email Campaign,True,True,False,,0,0,Rare,21.78,Free,Free,,0,161,2026-05-11,Active,Active User
9920,2025-09-15,2025-09,India,Tablet,Google Ads,True,True,True,File Sharing,22,473,Weekly,9.26,Free,Free,,0,157,2026-04-04,Churned,Inactive User
9921,2026-04-05,2026-04,USA,Desktop,Email Campaign,False,False,False,,0,0,Rare,28.51,Free,Free,,0,98,2026-05-10,Active,Active User
9922,2026-03-06,2026-03,India,Desktop,Email Campaign,True,True,True,Workflow Automation,112,472,Weekly,34.63,Free,Free,,0,357,2026-05-14,Active,Active User
9923,2025-12-04,2025-12,UK,Tablet,Referral,True,True,False,,0,0,Rare,36.09,Premium,Pro,2026-01-15,20,80,2026-04-28,Active,Active User
9924,2026-02-25,2026-02,Australia,Desktop,Email Campaign,True,False,False,,0,0,Rare,38.3,Free,Free,,0,163,2026-03-05,Churned,Inactive User
9925,2026-01-16,2026-01,USA,Desktop,Referral,True,True,True,File Sharing,127,139,Weekly,37.77,Free,Free,,0,136,2026-05-11,Active,Active User
9926,2026-04-29,2026-04,Canada,Desktop,Referral,True,False,False,,0,0,Rare,40.63,Free,Free,,0,48,2026-05-09,Active,Active User
9927,2026-04-18,2026-04,UK,Tablet,Referral,True,False,False,,0,0,Rare,40.74,Free,Free,,0,326,2026-04-07,Churned,Inactive User
9928,2025-06-24,2025-06,Germany,Desktop,Email Campaign,False,False,False,,0,0,Rare,35.66,Free,Free,,0,259,2026-05-04,Active,Active User
9929,2026-03-23,2026-03,Germany,Mobile,Referral,True,True,True,Task Management,58,55,Weekly,44.03,Free,Free,,0,91,2026-05-19,Active,Active User
9930,2026-04-11,2026-04,USA,Desktop,Google Ads,True,False,False,,0,0,Rare,38.11,Premium,Basic,2026-06-02,10,347,2026-05-06,Active,Active User
9931,2026-03-29,2026-03,India,Desktop,Referral,True,True,False,,0,0,Rare,35.84,Free,Free,,0,62,2026-05-08,Active,Active User
9932,2025-10-04,2025-10,USA,Desktop,Referral,True,True,True,Analytics Dashboard,31,411,Daily,37.82,Free,Free,,0,319,2026-04-25,Active,Active User
9933,2026-05-08,2026-05,USA,Mobile,Google Ads,True,True,True,Task Management,158,184,Weekly,13.74,Free,Free,,0,311,2026-04-25,Active,Active User
9934,2025-10-03,2025-10,Canada,Tablet,Organic Search,False,False,False,,0,0,Rare,41.55,Premium,Basic,2025-11-18,30,159,2026-05-09,Active,Active User
9935,2025-07-24,2025-07,Canada,Tablet,LinkedIn,True,False,False,,0,0,Rare,11.01,Free,Free,,0,322,2025-12-04,Churned,Inactive User
9936,2026-04-28,2026-04,Canada,Desktop,Google Ads,False,False,False,,0,0,Rare,35.59,Premium,Basic,2026-06-14,30,250,2026-05-06,Active,Active User
9937,2025-11-10,2025-11,India,Tablet,Organic Search,True,True,True,Workflow Automation,147,275,Weekly,37.12,Free,Free,,0,6,2026-05-12,Active,Active User
9938,2025-11-17,2025-11,Canada,Tablet,Direct,False,False,False,,0,0,Rare,12.41,Free,Free,,0,352,2026-02-19,Churned,Inactive User
9939,2025-08-22,2025-08,Australia,Desktop,Direct,True,True,True,File Sharing,181,485,Weekly,23.7,Free,Free,,0,257,2026-03-29,Churned,Inactive User
9940,2025-08-08,2025-08,India,Mobile,Organic Search,True,True,True,Task Management,97,300,Daily,44.04,Free,Free,,0,56,2026-05-02,Active,Active User
9941,2025-07-13,2025-07,India,Mobile,Direct,True,True,True,Team Collaboration,146,43,Daily,13.52,Free,Free,,0,268,2026-05-19,Active,Active User
9942,2025-12-15,2025-12,USA,Mobile,Organic Search,False,False,False,,0,0,Rare,20.55,Free,Free,,0,68,2026-03-02,Churned,Inactive User
9943,2026-01-19,2026-01,India,Mobile,Referral,True,False,False,,0,0,Rare,24.33,Free,Free,,0,238,2026-05-03,Active,Active User
9944,2025-09-29,2025-09,USA,Desktop,Direct,False,False,False,,0,0,Rare,32.35,Free,Free,,0,171,2025-12-17,Churned,Inactive User
9945,2025-08-06,2025-08,USA,Mobile,Organic Search,False,False,False,,0,0,Rare,23.99,Free,Free,,0,316,2026-01-26,Churned,Inactive User
9946,2025-10-26,2025-10,Canada,Mobile,Direct,False,False,False,,0,0,Rare,44.04,Free,Free,,0,207,2026-04-28,Active,Active User
9947,2026-03-09,2026-03,Canada,Mobile,LinkedIn,True,True,True,File Sharing,159,417,Weekly,20.93,Free,Free,,0,93,2026-04-17,Churned,Inactive User
9948,2025-08-11,2025-08,USA,Tablet,Referral,True,True,False,,0,0,Rare,17.26,Free,Free,,0,19,2026-02-22,Churned,Inactive User
9949,2025-06-30,2025-06,Canada,Tablet,Google Ads,True,False,False,,0,0,Rare,29.57,Premium,Basic,2025-07-29,20,54,2026-03-27,Churned,Inactive User
9950,2025-11-23,2025-11,UK,Tablet,Google Ads,True,True,True,File Sharing,178,403,Daily,26.54,Free,Free,,0,338,2026-05-06,Active,Active User
9951,2026-04-14,2026-04,Canada,Mobile,Email Campaign,True,True,True,Analytics Dashboard,179,365,Weekly,36.92,Free,Free,,0,100,2025-12-08,Churned,Inactive User
9952,2026-02-24,2026-02,Germany,Tablet,Referral,True,True,False,,0,0,Rare,19.78,Free,Free,,0,3,2026-05-21,Active,Active User
9953,2025-12-01,2025-12,India,Tablet,Referral,True,True,True,Calendar Integration,93,13,Monthly,14.16,Free,Free,,0,52,2026-05-12,Active,Active User
9954,2026-01-04,2026-01,USA,Desktop,Google Ads,False,False,False,,0,0,Rare,27.2,Free,Free,,0,220,2025-12-26,Churned,Inactive User
9955,2026-01-31,2026-01,India,Desktop,Organic Search,True,False,False,,0,0,Rare,8.45,Free,Free,,0,171,2026-03-24,Churned,Inactive User
9956,2026-01-26,2026-01,USA,Mobile,LinkedIn,False,False,False,,0,0,Rare,20.78,Free,Free,,0,22,2026-01-13,Churned,Inactive User
9957,2026-04-15,2026-04,Australia,Desktop,LinkedIn,True,True,True,File Sharing,72,43,Weekly,43.62,Free,Free,,0,287,2026-01-05,Churned,Inactive User
9958,2025-12-08,2025-12,India,Desktop,Organic Search,True,True,True,Workflow Automation,5,203,Weekly,22.53,Free,Free,,0,234,2026-04-28,Active,Active User
9959,2026-01-25,2026-01,Germany,Mobile,Referral,True,True,True,Analytics Dashboard,92,81,Monthly,25.79,Free,Free,,0,191,2026-02-22,Churned,Inactive User
9960,2025-09-04,2025-09,Germany,Mobile,Direct,False,False,False,,0,0,Rare,19.03,Free,Free,,0,36,2026-03-10,Churned,Inactive User
9961,2026-05-11,2026-05,UK,Tablet,Direct,True,False,False,,0,0,Rare,13.48,Free,Free,,0,53,2026-05-13,Active,Active User
9962,2026-05-20,2026-05,Canada,Mobile,Referral,True,True,True,Calendar Integration,182,355,Monthly,30.32,Free,Free,,0,271,2026-04-06,Churned,Inactive User
9963,2025-07-31,2025-07,Canada,Tablet,Email Campaign,True,True,False,,0,0,Rare,25.87,Free,Free,,0,36,2026-02-16,Churned,Inactive User
9964,2026-05-19,2026-05,India,Desktop,Email Campaign,False,False,False,,0,0,Rare,34.53,Free,Free,,0,34,2026-05-20,Active,Active User
9965,2026-05-07,2026-05,UK,Mobile,LinkedIn,True,True,False,,0,0,Rare,32.75,Premium,Enterprise,2026-06-17,30,294,2026-02-09,Churned,Inactive User
9966,2025-06-16,2025-06,USA,Tablet,Organic Search,True,False,False,,0,0,Rare,8.24,Free,Free,,0,58,2026-05-02,Active,Active User
9967,2026-03-26,2026-03,Canada,Mobile,LinkedIn,False,False,False,,0,0,Rare,57.5,Premium,Enterprise,2026-05-12,10,289,2026-05-12,Active,Active User
9968,2026-02-24,2026-02,Canada,Tablet,LinkedIn,True,True,True,Task Management,129,458,Weekly,27.19,Free,Free,,0,157,2026-02-28,Churned,Inactive User
9969,2025-07-05,2025-07,Canada,Mobile,LinkedIn,True,True,True,Team Collaboration,13,337,Weekly,8.18,Free,Free,,0,343,2026-04-30,Active,Active User
9970,2026-03-30,2026-03,Canada,Desktop,Referral,True,False,False,,0,0,Rare,18.4,Free,Free,,0,204,2025-12-24,Churned,Inactive User
9971,2025-08-11,2025-08,Germany,Mobile,Organic Search,False,False,False,,0,0,Rare,21.05,Free,Free,,0,200,2026-01-03,Churned,Inactive User
9972,2026-04-01,2026-04,Australia,Desktop,Google Ads,True,True,True,Team Collaboration,20,227,Daily,15.57,Free,Free,,0,16,2026-05-15,Active,Active User
9973,2025-06-28,2025-06,India,Desktop,LinkedIn,True,True,True,Calendar Integration,128,107,Weekly,6.93,Free,Free,,0,85,2026-05-12,Active,Active User
9974,2025-07-16,2025-07,USA,Desktop,Email Campaign,True,False,False,,0,0,Rare,21.23,Free,Free,,0,321,2026-05-19,Active,Active User
9975,2025-06-30,2025-06,Germany,Desktop,LinkedIn,True,True,True,Workflow Automation,119,40,Weekly,40.62,Free,Free,,0,149,2026-03-19,Churned,Inactive User
9976,2026-01-03,2026-01,Canada,Desktop,LinkedIn,True,True,True,Calendar Integration,101,203,Monthly,35.03,Free,Free,,0,32,2026-02-21,Churned,Inactive User
9977,2025-11-22,2025-11,USA,Mobile,Email Campaign,True,True,True,Analytics Dashboard,185,491,Monthly,16.98,Free,Free,,0,256,2026-05-13,Active,Active User
9978,2025-07-01,2025-07,Canada,Desktop,Direct,True,False,False,,0,0,Rare,37.23,Free,Free,,0,317,2026-02-09,Churned,Inactive User
9979,2026-02-20,2026-02,India,Desktop,Referral,False,False,False,,0,0,Rare,30.92,Free,Free,,0,356,2026-04-30,Active,Active User
9980,2025-07-30,2025-07,India,Mobile,LinkedIn,True,True,True,Analytics Dashboard,63,411,Daily,36.41,Free,Free,,0,295,2026-05-18,Active,Active User
9981,2026-03-19,2026-03,UK,Desktop,Email Campaign,True,False,False,,0,0,Rare,36.4,Free,Free,,0,237,2026-04-27,Active,Active User
9982,2025-06-08,2025-06,Germany,Tablet,Google Ads,True,False,False,,0,0,Rare,36.47,Free,Free,,0,230,2026-05-09,Active,Active User
9983,2025-08-23,2025-08,USA,Desktop,LinkedIn,False,False,False,,0,0,Rare,13.23,Free,Free,,0,41,2026-05-12,Active,Active User
9984,2025-07-05,2025-07,Germany,Desktop,Email Campaign,True,True,False,,0,0,Rare,59.46,Premium,Basic,2025-08-31,50,78,2026-04-27,Active,Active User
9985,2025-06-09,2025-06,USA,Mobile,Email Campaign,True,True,True,Task Management,25,394,Monthly,35.82,Free,Free,,0,5,2026-04-12,Churned,Inactive User
9986,2026-04-17,2026-04,Australia,Tablet,Organic Search,True,True,True,Workflow Automation,18,401,Daily,17.4,Free,Free,,0,290,2026-03-14,Churned,Inactive User
9987,2026-02-22,2026-02,Canada,Mobile,LinkedIn,True,True,True,File Sharing,103,67,Weekly,35.66,Free,Free,,0,315,2026-05-02,Active,Active User
9988,2026-03-25,2026-03,Canada,Desktop,Email Campaign,True,True,True,Workflow Automation,125,203,Weekly,32.58,Free,Free,,0,273,2026-04-26,Active,Active User
9989,2026-01-22,2026-01,UK,Mobile,Direct,True,True,True,Analytics Dashboard,75,430,Daily,18.84,Free,Free,,0,244,2026-03-30,Churned,Inactive User
9990,2025-12-27,2025-12,Germany,Tablet,LinkedIn,True,True,True,Task Management,104,14,Daily,34.37,Free,Free,,0,234,2025-11-24,Churned,Inactive User
9991,2025-06-14,2025-06,India,Tablet,Referral,False,False,False,,0,0,Rare,32.26,Premium,Enterprise,2025-07-21,20,110,2026-05-14,Active,Active User
9992,2025-12-22,2025-12,USA,Desktop,LinkedIn,True,True,True,Calendar Integration,97,383,Monthly,12.75,Free,Free,,0,80,2026-04-27,Active,Active User
9993,2026-02-01,2026-02,Canada,Desktop,LinkedIn,False,False,False,,0,0,Rare,25.44,Free,Free,,0,332,2026-05-15,Active,Active User
9994,2026-02-06,2026-02,Australia,Tablet,Organic Search,True,False,False,,0,0,Rare,29.88,Free,Free,,0,113,2026-01-06,Churned,Inactive User
9995,2025-06-01,2025-06,Australia,Mobile,Referral,True,False,False,,0,0,Rare,17.96,Free,Free,,0,149,2026-04-26,Active,Active User
9996,2025-07-20,2025-07,UK,Mobile,Organic Search,True,True,True,Analytics Dashboard,169,122,Monthly,85.42,Premium,Enterprise,2025-07-28,10,48,2026-05-07,Active,Active User
9997,2026-02-12,2026-02,India,Tablet,Email Campaign,True,True,True,Workflow Automation,106,16,Daily,27.76,Free,Free,,0,364,2025-12-03,Churned,Inactive User
9998,2025-09-11,2025-09,Australia,Desktop,Referral,True,False,False,,0,0,Rare,5.45,Free,Free,,0,273,2026-05-04,Active,Active User
9999,2025-05-22,2025-05,Germany,Mobile,Google Ads,True,True,False,,0,0,Rare,41.92,Free,Free,,0,200,2026-04-30,Active,Active User
10000,2026-05-13,2026-05,Australia,Mobile,LinkedIn,True,True,False,,0,0,Rare,15.07,Free,Free,,0,54,2026-05-05,Active,Active User
10001,2025-09-24,2025-09,Canada,Mobile,Google Ads,True,True,False,,0,0,Rare,31.38,Free,Free,,0,307,2025-12-27,Churned,Inactive User
10002,2025-07-04,2025-07,UK,Tablet,Direct,True,True,False,,0,0,Rare,14.84,Free,Free,,0,241,2025-12-04,Churned,Inactive User
10003,2025-10-20,2025-10,UK,Desktop,LinkedIn,True,True,True,Analytics Dashboard,154,311,Monthly,37.02,Free,Free,,0,11,2026-05-05,Active,Active User
10004,2026-03-28,2026-03,India,Tablet,LinkedIn,True,True,True,Analytics Dashboard,148,398,Daily,12.82,Free,Free,,0,42,2025-12-26,Churned,Inactive User
10005,2026-03-21,2026-03,Australia,Desktop,Google Ads,False,False,False,,0,0,Rare,24.29,Free,Free,,0,200,2026-04-22,Active,Active User
10006,2025-09-07,2025-09,India,Tablet,Email Campaign,True,True,False,,0,0,Rare,9.65,Free,Free,,0,27,2025-11-23,Churned,Inactive User
10007,2025-08-22,2025-08,Australia,Mobile,Referral,True,True,False,,0,0,Rare,9.87,Free,Free,,0,342,2026-04-27,Active,Active User
10008,2025-09-09,2025-09,Germany,Tablet,Google Ads,True,True,True,Team Collaboration,149,136,Daily,30.66,Free,Free,,0,336,2026-04-05,Churned,Inactive User
10009,2026-03-05,2026-03,India,Tablet,Organic Search,True,True,True,Calendar Integration,7,455,Daily,11.94,Free,Free,,0,221,2025-12-28,Churned,Inactive User
10010,2026-03-21,2026-03,UK,Desktop,Organic Search,True,True,True,Task Management,150,354,Monthly,23.65,Free,Free,,0,156,2026-05-04,Active,Active User
10011,2026-03-23,2026-03,India,Mobile,Organic Search,True,True,True,Task Management,184,240,Monthly,28.62,Free,Free,,0,265,2026-05-21,Active,Active User
10012,2025-07-19,2025-07,Australia,Desktop,Organic Search,True,False,False,,0,0,Rare,7.24,Free,Free,,0,301,2026-02-14,Churned,Inactive User
10013,2025-09-19,2025-09,India,Desktop,LinkedIn,False,False,False,,0,0,Rare,41.24,Free,Free,,0,296,2025-12-09,Churned,Inactive User
10014,2025-11-19,2025-11,Canada,Mobile,Referral,True,True,True,Team Collaboration,177,360,Daily,25.79,Free,Free,,0,36,2026-05-04,Active,Active User
10015,2026-03-10,2026-03,Germany,Mobile,Referral,True,False,False,,0,0,Rare,75.52,Premium,Basic,2026-04-01,20,262,2026-03-06,Churned,Inactive User
10016,2026-03-27,2026-03,Australia,Mobile,Email Campaign,True,True,True,Analytics Dashboard,185,374,Weekly,20.62,Free,Free,,0,74,2026-05-06,Active,Active User
10017,2025-12-22,2025-12,Germany,Desktop,Email Campaign,True,True,True,Team Collaboration,106,178,Monthly,35.52,Free,Free,,0,168,2026-05-09,Active,Active User
10018,2025-07-26,2025-07,India,Desktop,Direct,True,True,True,Calendar Integration,194,106,Daily,18.48,Free,Free,,0,98,2026-01-03,Churned,Inactive User
10019,2026-02-27,2026-02,UK,Tablet,Email Campaign,False,False,False,,0,0,Rare,15.08,Free,Free,,0,331,2026-04-26,Active,Active User
10020,2026-05-09,2026-05,Canada,Mobile,Organic Search,True,True,True,Team Collaboration,178,277,Monthly,46.52,Premium,Pro,2026-07-07,30,145,2026-05-14,Active,Active User
10021,2025-10-15,2025-10,Canada,Mobile,LinkedIn,False,False,False,,0,0,Rare,8.74,Free,Free,,0,253,2025-12-06,Churned,Inactive User
10022,2026-04-01,2026-04,Germany,Tablet,Google Ads,True,False,False,,0,0,Rare,9.56,Free,Free,,0,357,2026-02-20,Churned,Inactive User
10023,2026-04-19,2026-04,Australia,Mobile,Google Ads,True,True,False,,0,0,Rare,39.76,Free,Free,,0,27,2026-05-17,Active,Active User
10024,2026-02-11,2026-02,India,Mobile,Direct,True,True,True,Team Collaboration,13,63,Weekly,7.62,Free,Free,,0,202,2026-01-12,Churned,Inactive User
10025,2026-04-30,2026-04,India,Tablet,Direct,True,False,False,,0,0,Rare,5.75,Free,Free,,0,256,2026-05-09,Active,Active User
10026,2025-11-12,2025-11,UK,Tablet,Organic Search,False,False,False,,0,0,Rare,42.82,Free,Free,,0,40,2026-05-12,Active,Active User
10027,2025-09-20,2025-09,UK,Mobile,Direct,False,False,False,,0,0,Rare,49.26,Premium,Basic,2025-09-27,20,218,2026-05-20,Active,Active User
10028,2026-05-14,2026-05,Australia,Tablet,Organic Search,True,True,True,Workflow Automation,45,194,Weekly,21.55,Free,Free,,0,258,2026-03-11,Churned,Inactive User
10029,2025-08-10,2025-08,UK,Mobile,Organic Search,True,True,True,Task Management,42,363,Monthly,5.4,Free,Free,,0,154,2026-05-04,Active,Active User
10030,2025-10-09,2025-10,UK,Desktop,Referral,False,False,False,,0,0,Rare,62.84,Premium,Enterprise,2025-11-15,30,112,2026-05-02,Active,Active User
10031,2026-02-26,2026-02,UK,Mobile,LinkedIn,True,True,True,Calendar Integration,30,269,Monthly,11.68,Free,Free,,0,15,2026-05-19,Active,Active User
10032,2026-05-12,2026-05,Australia,Tablet,Direct,True,True,True,Calendar Integration,10,390,Monthly,34.29,Free,Free,,0,43,2026-05-10,Active,Active User
10033,2025-12-19,2025-12,Canada,Tablet,Google Ads,True,True,True,Analytics Dashboard,13,406,Weekly,43.63,Free,Free,,0,31,2026-04-30,Active,Active User
10034,2025-10-20,2025-10,Canada,Mobile,Email Campaign,True,True,True,File Sharing,92,172,Daily,7.69,Free,Free,,0,35,2026-04-27,Active,Active User
10035,2026-04-20,2026-04,Canada,Mobile,Direct,False,False,False,,0,0,Rare,32.16,Free,Free,,0,37,2026-05-16,Active,Active User
10036,2025-08-01,2025-08,Germany,Mobile,Organic Search,True,True,True,Task Management,48,279,Monthly,87.54,Premium,Pro,2025-08-23,10,6,2026-05-20,Active,Active User
10037,2025-08-02,2025-08,Canada,Desktop,Email Campaign,True,True,True,Calendar Integration,28,489,Weekly,24.39,Free,Free,,0,362,2026-04-26,Active,Active User
10038,2026-01-12,2026-01,India,Tablet,Direct,True,True,True,Calendar Integration,89,52,Daily,5.22,Free,Free,,0,186,2026-04-09,Churned,Inactive User
10039,2025-10-26,2025-10,India,Mobile,Organic Search,False,False,False,,0,0,Rare,10.53,Free,Free,,0,268,2025-12-30,Churned,Inactive User
10040,2025-11-02,2025-11,India,Desktop,Organic Search,True,True,True,Task Management,67,103,Monthly,43.92,Free,Free,,0,326,2026-04-28,Active,Active User
10041,2025-07-09,2025-07,USA,Tablet,Organic Search,True,True,True,Team Collaboration,132,230,Weekly,28.26,Free,Free,,0,43,2026-03-01,Churned,Inactive User
10042,2025-08-05,2025-08,USA,Desktop,Direct,True,False,False,,0,0,Rare,69.06,Premium,Basic,2025-09-17,30,299,2026-04-22,Active,Active User
10043,2025-06-26,2025-06,UK,Mobile,Email Campaign,True,True,True,File Sharing,82,58,Daily,23.65,Free,Free,,0,50,2026-03-13,Churned,Inactive User
10044,2025-09-05,2025-09,Canada,Desktop,Referral,True,True,True,Team Collaboration,14,386,Monthly,37.23,Free,Free,,0,214,2026-05-21,Active,Active User
10045,2025-12-12,2025-12,USA,Tablet,Organic Search,False,False,False,,0,0,Rare,10.33,Free,Free,,0,118,2026-05-15,Active,Active User
10046,2025-09-11,2025-09,Australia,Desktop,Email Campaign,True,True,True,Team Collaboration,18,122,Weekly,42.03,Free,Free,,0,351,2026-05-18,Active,Active User
10047,2026-02-18,2026-02,India,Desktop,Google Ads,False,False,False,,0,0,Rare,88.52,Premium,Enterprise,2026-03-23,20,73,2026-05-05,Active,Active User
10048,2026-02-19,2026-02,Canada,Desktop,LinkedIn,False,False,False,,0,0,Rare,83.01,Premium,Basic,2026-04-18,30,350,2026-05-02,Active,Active User
10049,2026-01-05,2026-01,India,Desktop,Email Campaign,True,True,True,Team Collaboration,197,219,Monthly,14.56,Free,Free,,0,69,2026-04-30,Active,Active User
10050,2025-10-18,2025-10,India,Mobile,Organic Search,False,False,False,,0,0,Rare,39.15,Free,Free,,0,148,2026-02-14,Churned,Inactive User
10051,2026-05-13,2026-05,Germany,Desktop,Email Campaign,False,False,False,,0,0,Rare,24.52,Free,Free,,0,33,2026-05-07,Active,Active User
10052,2026-04-17,2026-04,Germany,Mobile,Referral,True,True,True,Workflow Automation,49,353,Monthly,38.17,Free,Free,,0,256,2026-04-16,Churned,Inactive User
10053,2025-12-15,2025-12,UK,Mobile,Email Campaign,False,False,False,,0,0,Rare,28.78,Free,Free,,0,258,2026-01-19,Churned,Inactive User
10054,2025-05-25,2025-05,UK,Tablet,Direct,True,True,False,,0,0,Rare,21.01,Free,Free,,0,5,2026-05-12,Active,Active User
10055,2025-10-06,2025-10,Canada,Desktop,Referral,True,True,True,Calendar Integration,150,261,Daily,27.0,Free,Free,,0,212,2026-04-28,Active,Active User
10056,2025-07-24,2025-07,UK,Mobile,Referral,False,False,False,,0,0,Rare,15.54,Free,Free,,0,236,2026-05-12,Active,Active User
10057,2026-05-05,2026-05,UK,Desktop,Organic Search,True,True,True,Analytics Dashboard,141,30,Daily,36.23,Free,Free,,0,172,2026-05-17,Active,Active User
10058,2025-09-17,2025-09,Australia,Mobile,Referral,True,True,True,File Sharing,181,104,Daily,44.7,Free,Free,,0,101,2026-04-23,Active,Active User
10059,2025-09-30,2025-09,India,Tablet,LinkedIn,False,False,False,,0,0,Rare,42.68,Free,Free,,0,139,2026-05-20,Active,Active User
10060,2025-12-15,2025-12,India,Tablet,Referral,True,True,False,,0,0,Rare,50.42,Premium,Enterprise,2026-01-16,30,4,2026-04-26,Active,Active User
10061,2025-09-06,2025-09,Germany,Desktop,Direct,True,True,True,Team Collaboration,171,434,Weekly,32.56,Free,Free,,0,261,2026-03-16,Churned,Inactive User
10062,2025-08-23,2025-08,Australia,Desktop,Google Ads,True,True,True,Workflow Automation,40,175,Daily,11.32,Free,Free,,0,126,2026-05-17,Active,Active User
10063,2026-01-23,2026-01,Germany,Mobile,Email Campaign,True,False,False,,0,0,Rare,22.72,Free,Free,,0,256,2026-04-28,Active,Active User
10064,2025-10-23,2025-10,India,Desktop,Organic Search,True,False,False,,0,0,Rare,34.95,Free,Free,,0,111,2026-04-25,Active,Active User
10065,2026-02-17,2026-02,USA,Mobile,Referral,True,True,False,,0,0,Rare,36.68,Free,Free,,0,234,2025-12-02,Churned,Inactive User
10066,2025-10-27,2025-10,UK,Desktop,LinkedIn,True,True,False,,0,0,Rare,5.72,Free,Free,,0,59,2026-05-08,Active,Active User
10067,2026-02-02,2026-02,India,Mobile,Direct,False,False,False,,0,0,Rare,21.26,Free,Free,,0,214,2026-04-24,Active,Active User
10068,2025-11-28,2025-11,Canada,Desktop,Direct,True,True,True,Workflow Automation,171,319,Monthly,18.52,Free,Free,,0,307,2025-12-09,Churned,Inactive User
10069,2025-07-20,2025-07,Australia,Tablet,Organic Search,True,False,False,,0,0,Rare,37.67,Free,Free,,0,121,2026-05-02,Active,Active User
10070,2026-04-04,2026-04,USA,Mobile,Direct,False,False,False,,0,0,Rare,5.11,Free,Free,,0,301,2026-05-06,Active,Active User
10071,2025-06-27,2025-06,India,Tablet,Organic Search,True,False,False,,0,0,Rare,28.05,Free,Free,,0,228,2026-05-18,Active,Active User
10072,2025-12-15,2025-12,Australia,Desktop,Email Campaign,False,False,False,,0,0,Rare,42.32,Premium,Basic,2025-12-19,30,284,2026-05-14,Active,Active User
10073,2026-04-05,2026-04,Germany,Tablet,Organic Search,False,False,False,,0,0,Rare,13.98,Free,Free,,0,147,2026-04-22,Active,Active User
10074,2025-10-28,2025-10,UK,Tablet,Direct,True,False,False,,0,0,Rare,17.2,Free,Free,,0,307,2026-05-17,Active,Active User
10075,2026-02-14,2026-02,USA,Mobile,Organic Search,False,False,False,,0,0,Rare,40.59,Free,Free,,0,339,2026-04-25,Active,Active User
10076,2026-02-24,2026-02,USA,Desktop,LinkedIn,True,True,True,Task Management,183,142,Daily,27.25,Free,Free,,0,235,2026-04-30,Active,Active User
10077,2025-08-03,2025-08,Canada,Mobile,Google Ads,True,True,True,Task Management,75,92,Monthly,18.29,Free,Free,,0,290,2026-03-16,Churned,Inactive User
10078,2025-10-05,2025-10,USA,Tablet,Email Campaign,True,True,False,,0,0,Rare,17.04,Free,Free,,0,78,2026-05-18,Active,Active User
10079,2025-12-17,2025-12,Canada,Tablet,LinkedIn,True,True,True,File Sharing,183,477,Daily,46.86,Premium,Basic,2026-02-05,10,265,2026-01-28,Churned,Inactive User
10080,2025-07-15,2025-07,USA,Tablet,Referral,True,True,True,Workflow Automation,157,46,Monthly,73.78,Premium,Pro,2025-07-17,30,14,2026-03-23,Churned,Inactive User
10081,2025-06-19,2025-06,Canada,Mobile,LinkedIn,False,False,False,,0,0,Rare,16.47,Free,Free,,0,329,2026-05-03,Active,Active User
10082,2025-11-17,2025-11,UK,Tablet,Google Ads,False,False,False,,0,0,Rare,33.6,Free,Free,,0,224,2026-05-05,Active,Active User
10083,2026-01-20,2026-01,UK,Desktop,Email Campaign,True,True,True,Team Collaboration,113,491,Monthly,45.93,Premium,Enterprise,2026-02-08,30,170,2026-05-03,Active,Active User
10084,2025-12-16,2025-12,India,Desktop,Referral,True,True,False,,0,0,Rare,32.62,Free,Free,,0,30,2026-01-21,Churned,Inactive User
10085,2025-08-29,2025-08,Germany,Tablet,LinkedIn,True,False,False,,0,0,Rare,56.75,Premium,Pro,2025-09-09,10,310,2026-05-07,Active,Active User
10086,2025-10-03,2025-10,UK,Desktop,Organic Search,False,False,False,,0,0,Rare,46.63,Premium,Pro,2025-11-14,10,213,2026-04-26,Active,Active User
10087,2025-07-27,2025-07,Australia,Tablet,LinkedIn,True,True,False,,0,0,Rare,42.26,Free,Free,,0,253,2026-05-17,Active,Active User
10088,2025-11-10,2025-11,India,Desktop,Organic Search,True,True,False,,0,0,Rare,68.36,Premium,Basic,2025-12-23,30,250,2026-02-20,Churned,Inactive User
10089,2025-07-17,2025-07,India,Tablet,Referral,True,True,True,Analytics Dashboard,136,384,Weekly,24.43,Free,Free,,0,309,2026-01-07,Churned,Inactive User
10090,2026-02-27,2026-02,Canada,Tablet,Referral,True,True,True,Workflow Automation,130,248,Monthly,53.95,Premium,Basic,2026-04-05,10,272,2026-05-14,Active,Active User
